[2024-11-06 21:39:07] [INFO    ] discord.client: logging in using static token
[2024-11-06 21:39:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'sky', 'mfa_enabled': True, 'id': '1252996765557194822', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'session_type': 'normal', 'session_id': 'ace240d8bf98c6374acf1239ef8e28ae', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1252996022020345877'}, {'unavailable': True, 'id': '1279049561280872508'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['milan', 'paris', 'frankfurt', 'frankfurt-two', 'madrid'], 'auth': {}, 'application': {'id': '1252996765557194822', 'flags': 42508288}, '_trace': ['["gateway-prd-us-east1-c-vg0k",{"micros":63581,"calls":["id_created",{"micros":1028,"calls":[]},"session_lookup_time",{"micros":1984,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-1-110",{"micros":59173,"calls":["start_session",{"micros":51139,"calls":["discord-api-rpc-c4894857b-lf2dl",{"micros":46985,"calls":["get_user",{"micros":9687},"get_guilds",{"micros":4423},"send_scheduled_deletion_message",{"micros":8},"guild_join_requests",{"micros":306},"authorized_ip_coro",{"micros":10}]}]},"starting_guild_connect",{"micros":34,"calls":[]},"presence_started",{"micros":457,"calls":[]},"guilds_started",{"micros":127,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":7387,"calls":[]},"connect_finished",{"micros":7392,"calls":[]},"build_ready",{"micros":18,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:39:08] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: ace240d8bf98c6374acf1239ef8e28ae).
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event connect
[2024-11-06 21:39:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'guild_scheduled_events': [], 'application_id': None, 'splash': None, 'public_updates_channel_id': None, 'nsfw_level': 0, 'presences': [{'user': {'id': '978320542195138660'}, 'status': 'online', 'client_status': {'desktop': 'online'}, 'broadcast': None, 'activities': [{'type': 0, 'timestamps': {'start': 1730922939072}, 'state': 'Working on a file:38:65', 'session_id': 'e0d7bb1745784101d82d05ada2d411af', 'name': 'Visual Studio Code', 'id': '18b3e75868844d6d', 'flags': 1, 'details': 'In a workspace - 0 problems found', 'created_at': 1730925547206, 'assets': {'small_text': 'Visual Studio Code', 'small_image': 'mp:external/Joitre7BBxO-F2IaS7R300AaAcixAvPu3WD1YchRgdc/https/raw.githubusercontent.com/LeonardSSH/vscord/main/assets/icons/vscode.png', 'large_text': 'Editing a PYTHON file', 'large_image': 'mp:external/TDhIad0P3hmZt6e76lQ9-k1JX57-M_p8F7x_zqP6ar4/https/raw.githubusercontent.com/LeonardSSH/vscord/main/assets/icons/python.png'}, 'application_id': '810516608442695700'}]}, {'user': {'id': '1252996765557194822'}, 'status': 'online', 'client_status': {'web': 'online'}, 'broadcast': None, 'activities': []}, {'user': {'id': '1254064118508294286'}, 'status': 'idle', 'client_status': {'web': 'idle'}, 'broadcast': None, 'activities': []}], 'lazy': True, 'owner_id': '978320542195138660', 'max_members': 500000, 'mfa_level': 0, 'region': 'deprecated', 'max_video_channel_users': 25, 'icon': None, 'premium_tier': 0, 'rules_channel_id': None, 'id': '1279049561280872508', 'joined_at': '2024-08-30T12:11:25.199000+00:00', 'stickers': [], 'system_channel_flags': 0, 'latest_onboarding_question_id': None, 'discovery_splash': None, 'embedded_activities': [], 'vanity_url_code': None, 'default_message_notifications': 0, 'name': 'test_bot_discord Api', 'home_header': None, 'max_stage_video_channel_users': 50, 'nsfw': False, 'premium_progress_bar_enabled': False, 'emojis': [], 'inventory_settings': None, 'threads': [], 'premium_subscription_count': 0, 'stage_instances': [], 'channels': [{'version': 1725019579057, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons textuels', 'id': '1279049561280872509', 'flags': 0}, {'version': 1725019579059, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons vocaux', 'id': '1279049561280872510', 'flags': 0}, {'version': 1725019579063, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1279049561280872509', 'name': 'général', 'last_message_id': '1303816165906321512', 'id': '1279049561280872511', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1725019579073, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1279049561280872510', 'name': 'Général', 'last_message_id': None, 'id': '1279049561280872512', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1725785462869, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1279049561280872509', 'name': 'invite_sauv', 'last_message_id': '1293256823226368072', 'id': '1282261911043444756', 'flags': 0}, {'version': 1729604838139, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1279049561280872510', 'name': 'music', 'last_message_id': None, 'id': '1298281531978027208', 'flags': 0, 'bitrate': 64000}, {'version': 1730406531051, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1279049561280872508', 'deny': '1760303889513553', 'allow': '0'}], 'parent_id': '1279049561280872509', 'name': 'sauvegarde', 'last_message_id': '1301651735877517333', 'id': '1301642532182294649', 'flags': 0}], 'activity_instances': [], 'description': None, 'verification_level': 0, 'member_count': 6, 'roles': [{'version': 1725019579055, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1279049561280872508', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1727001835765, 'unicode_emoji': None, 'tags': {'bot_id': '1252996765557194822'}, 'position': 2, 'permissions': '8', 'name': 'sky', 'mentionable': False, 'managed': True, 'id': '1279050845316710444', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1727001835760, 'unicode_emoji': None, 'tags': {'bot_id': '1269015916746641420'}, 'position': 1, 'permissions': '1759218604441591', 'name': 'think', 'mentionable': False, 'managed': True, 'id': '1280138982776242280', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1727001887643, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '8', 'name': 'admin', 'mentionable': False, 'managed': False, 'id': '1282262866715476041', 'icon': None, 'hoist': True, 'flags': 0, 'color': 0}, {'version': 1727001836214, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '309305265217', 'name': 'membre', 'mentionable': True, 'managed': False, 'id': '1282263836807921767', 'icon': None, 'hoist': False, 'flags': 0, 'color': 3066993}, {'version': 1727001859595, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '0', 'name': 'fondateur', 'mentionable': False, 'managed': False, 'id': '1287363671051210785', 'icon': None, 'hoist': True, 'flags': 0, 'color': 15844367}, {'version': 1727001859773, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '0', 'name': 'bot', 'mentionable': False, 'managed': False, 'id': '1287363807815143426', 'icon': None, 'hoist': True, 'flags': 0, 'color': 3447003}, {'version': 1727548737559, 'unicode_emoji': None, 'tags': {'bot_id': '1289656865164365894'}, 'position': 1, 'permissions': '8', 'name': 'apprendre', 'mentionable': False, 'managed': True, 'id': '1289657620923154607', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1728406858486, 'unicode_emoji': None, 'tags': {'bot_id': '1293255513122934795'}, 'position': 1, 'permissions': '8', 'name': 'apprendre_Js', 'mentionable': False, 'managed': True, 'id': '1293256841131851917', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'voice_states': [{'user_id': '978320542195138660', 'suppress': False, 'session_id': 'e0d7bb1745784101d82d05ada2d411af', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'discoverable': True, 'deaf': False, 'channel_id': '1279049561280872512'}], 'banner': None, 'application_command_counts': {}, 'afk_timeout': 300, 'explicit_content_filter': 0, 'incidents_data': None, 'unavailable': False, 'soundboard_sounds': [], 'clan': None, 'hub_type': None, 'features': [], 'preferred_locale': 'en-US', 'members': [{'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'display_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'display_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'roles': ['1282262866715476041', '1287363671051210785'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:06:19.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'display_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'roles': ['1287363807815143426', '1279050845316710444'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-30T12:11:25.199000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'dontloosemen', 'public_flags': 0, 'id': '1254064118508294286', 'global_name': "don't loose men", 'display_name': "don't loose men", 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1282262866715476041', '1282263836807921767'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-08T09:46:29.658000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'think', 'public_flags': 0, 'id': '1269015916746641420', 'global_name': None, 'display_name': None, 'discriminator': '0395', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1280138982776242280'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-02T12:15:17.422000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'apprendre py', 'public_flags': 0, 'id': '1289656865164365894', 'global_name': None, 'display_name': None, 'discriminator': '7480', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1287363807815143426', '1289657620923154607'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-28T18:38:57.587000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'apprendre_Js', 'public_flags': 0, 'id': '1293255513122934795', 'global_name': None, 'display_name': None, 'discriminator': '6051', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'defda04fcbad3b92ce0041ab664b1423'}, 'roles': ['1287363807815143426', '1293256841131851917'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-08T17:00:58.519000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'version': 1728406850444, 'safety_alerts_channel_id': None, 'afk_channel_id': None, 'system_channel_id': '1279049561280872511', 'large': False}}
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:39:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'guild_scheduled_events': [], 'application_id': None, 'splash': None, 'public_updates_channel_id': '1252996132372480002', 'nsfw_level': 0, 'presences': [{'user': {'id': '978320542195138660'}, 'status': 'online', 'client_status': {'desktop': 'online'}, 'broadcast': None, 'activities': [{'type': 0, 'timestamps': {'start': 1730922939072}, 'state': 'Working on a file:38:65', 'session_id': 'e0d7bb1745784101d82d05ada2d411af', 'name': 'Visual Studio Code', 'id': '18b3e75868844d6d', 'flags': 1, 'details': 'In a workspace - 0 problems found', 'created_at': 1730925547206, 'assets': {'small_text': 'Visual Studio Code', 'small_image': 'mp:external/Joitre7BBxO-F2IaS7R300AaAcixAvPu3WD1YchRgdc/https/raw.githubusercontent.com/LeonardSSH/vscord/main/assets/icons/vscode.png', 'large_text': 'Editing a PYTHON file', 'large_image': 'mp:external/TDhIad0P3hmZt6e76lQ9-k1JX57-M_p8F7x_zqP6ar4/https/raw.githubusercontent.com/LeonardSSH/vscord/main/assets/icons/python.png'}, 'application_id': '810516608442695700'}]}, {'user': {'id': '1018921206516285520'}, 'status': 'online', 'client_status': {'desktop': 'online'}, 'broadcast': None, 'activities': [{'type': 0, 'timestamps': {'start': 1730924873978}, 'name': 'VALORANT', 'id': 'd257f013517a2998', 'created_at': 1730924879845, 'application_id': '700136079562375258'}]}, {'user': {'id': '1221889060273131612'}, 'status': 'online', 'client_status': {'desktop': 'online'}, 'broadcast': None, 'activities': [{'type': 0, 'timestamps': {'start': 1730920564903}, 'name': 'VALORANT', 'id': '5818faa18e1627ea', 'created_at': 1730920568435, 'application_id': '700136079562375258'}]}, {'user': {'id': '1252996765557194822'}, 'status': 'online', 'client_status': {'web': 'online'}, 'broadcast': None, 'activities': []}], 'lazy': True, 'owner_id': '978320542195138660', 'max_members': 500000, 'mfa_level': 0, 'region': 'deprecated', 'max_video_channel_users': 25, 'icon': None, 'premium_tier': 0, 'rules_channel_id': '1252996132372480001', 'id': '1252996022020345877', 'joined_at': '2024-09-15T09:52:47.100000+00:00', 'stickers': [], 'system_channel_flags': 0, 'latest_onboarding_question_id': None, 'discovery_splash': None, 'embedded_activities': [], 'vanity_url_code': None, 'default_message_notifications': 1, 'name': 'Projet Bot', 'home_header': None, 'max_stage_video_channel_users': 50, 'nsfw': False, 'premium_progress_bar_enabled': False, 'emojis': [], 'inventory_settings': None, 'threads': [], 'premium_subscription_count': 0, 'stage_instances': [], 'channels': [{'version': 1718807931335, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons textuels', 'id': '1252996022599422032', 'flags': 0}, {'version': 1718807931341, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons vocaux', 'id': '1252996022599422033', 'flags': 0}, {'version': 1718807931356, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1252996022599422032', 'name': 'général', 'last_message_id': '1303390402358808720', 'id': '1252996022599422034', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1718807931365, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1252996022599422033', 'name': 'Général', 'last_message_id': '1256936043295277156', 'id': '1252996022599422035', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1718807957556, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1252996022020345877', 'deny': '2048', 'allow': '0'}], 'name': 'rules', 'last_message_id': '1256636657067622400', 'id': '1252996132372480001', 'flags': 0}, {'version': 1718807957573, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1252996022020345877', 'deny': '1024', 'allow': '0'}], 'name': 'moderator-only', 'last_message_id': '1252996133693685781', 'id': '1252996132372480002', 'flags': 0}, {'version': 1720623356540, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1252996022599422032', 'name': 'lancement_bot', 'last_message_id': '1287732151390961749', 'id': '1260610467810902107', 'flags': 0}, {'version': 1723399745665, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1252996022599422032', 'name': 'dev-badge', 'last_message_id': '1292459034116358167', 'id': '1272255487835901962', 'flags': 0}, {'version': 1723634847117, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1252996022599422032', 'name': 'log', 'last_message_id': '1273301944454086687', 'id': '1273241574796689428', 'flags': 0}, {'version': 1724833310217, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1252996022599422033', 'name': 'music 🎼', 'last_message_id': None, 'id': '1278268293349638174', 'flags': 0, 'bitrate': 64000}], 'activity_instances': [], 'description': None, 'verification_level': 1, 'member_count': 6, 'roles': [{'version': 1718807957310, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2222085186637377', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1252996022020345877', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1721044734691, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '0', 'name': 'test', 'mentionable': False, 'managed': False, 'id': '1256191425788248095', 'icon': None, 'hoist': False, 'flags': 0, 'color': 3447003}, {'version': 1721044734688, 'unicode_emoji': None, 'tags': {'bot_id': '1260609272845307934'}, 'position': 2, 'permissions': '8', 'name': 'sky_v2', 'mentionable': False, 'managed': True, 'id': '1260609661669867583', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1721044734891, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '8', 'name': 'admin', 'mentionable': False, 'managed': False, 'id': '1262377821192458240', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1722628133550, 'unicode_emoji': None, 'tags': {'bot_id': '1269015916746641420'}, 'position': 1, 'permissions': '8', 'name': 'think', 'mentionable': False, 'managed': True, 'id': '1269019111946588192', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1726393967091, 'unicode_emoji': None, 'tags': {'bot_id': '1252996765557194822'}, 'position': 1, 'permissions': '8', 'name': 'sky', 'mentionable': False, 'managed': True, 'id': '1284814162584932355', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'voice_states': [], 'banner': None, 'application_command_counts': {}, 'afk_timeout': 300, 'explicit_content_filter': 2, 'incidents_data': None, 'unavailable': False, 'soundboard_sounds': [], 'clan': None, 'hub_type': None, 'features': ['NEWS', 'COMMUNITY', 'GUESTS_ENABLED'], 'preferred_locale': 'en-US', 'members': [{'user': {'username': 'locxisz', 'public_flags': 4194304, 'id': '978320542195138660', 'global_name': 'ₗₒcₓᵢₛz', 'display_name': 'ₗₒcₓᵢₛz', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'feaf81cb9f375da790cf41c8c37ed527'}, 'roles': ['1262377821192458240'], 'premium_since': None, 'pending': False, 'nick': 'ₗₒcₓᵢₛz', 'mute': False, 'joined_at': '2024-06-19T14:38:51.239000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'yonko1596', 'public_flags': 0, 'id': '1018921206516285520', 'global_name': 'capyba_RAT', 'display_name': 'capyba_RAT', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cb0eac9203bb18cf063479ca85e73247'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': '❌', 'mute': False, 'joined_at': '2024-08-29T22:15:23.660000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'kaki9972457', 'public_flags': 0, 'id': '1221889060273131612', 'global_name': 'kaki', 'display_name': 'kaki', 'discriminator': '0', 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-29T16:08:22.112000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'sky', 'public_flags': 0, 'id': '1252996765557194822', 'global_name': None, 'display_name': None, 'discriminator': '0164', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'c17e5c6d99e029cf81f86037d29e38c9'}, 'roles': ['1284814162584932355'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-09-15T09:52:47.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'sky_v2', 'public_flags': 0, 'id': '1260609272845307934', 'global_name': None, 'display_name': None, 'discriminator': '6840', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e270b248ec2fb7c8c999e33acab47220'}, 'roles': ['1260609661669867583'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-10T14:52:44.402000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'think', 'public_flags': 0, 'id': '1269015916746641420', 'global_name': None, 'display_name': None, 'discriminator': '0395', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1269019111946588192'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-02T19:48:53.603000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'version': 1719570328812, 'safety_alerts_channel_id': None, 'afk_channel_id': None, 'system_channel_id': '1252996022599422034', 'large': False}}
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event wavelink_node_ready
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event guild_available
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event guild_available
[2024-11-06 21:39:08] [DEBUG   ] discord.client: Dispatching event wavelink_stats_update
[2024-11-06 21:39:10] [DEBUG   ] discord.client: Dispatching event ready
